time,joint1,joint2,joint3,joint4,joint5,joint6
0.010553836822509766,4.473415043015905e-05,2.0767397153065303e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429423567e-05
0.020205020904541016,4.464693802486153e-05,2.7563752904136152e-05,1.4625536562284935e-05,-2.844896423859211e-05,1.021575340498515e-05,5.7618991166741296e-05
0.030281543731689453,4.473415043015905e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429245931e-05
0.040640830993652344,4.464693802486153e-05,2.7563752903247973e-05,1.4625536564061292e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.761899116585312e-05
0.05037808418273926,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429423567e-05
0.06029176712036133,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.426700874863968e-06,5.732106429245931e-05
0.07030415534973145,4.473415043015905e-05,2.0767397153953482e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429245931e-05
0.08006834983825684,4.464693802486153e-05,2.7563752903247973e-05,1.4625536561396757e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.761899116585312e-05
0.09018754959106445,4.464693802486153e-05,2.7563752903247973e-05,1.4625536563173114e-05,-2.844896423948029e-05,1.0215753404096972e-05,5.761899116585312e-05
0.10006523132324219,4.473415043015905e-05,2.0767397153953482e-05,1.984866927617901e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429245931e-05
0.11017274856567383,4.464693802486153e-05,2.7563752903247973e-05,1.4625536561396757e-05,-2.844896423948029e-05,1.0215753404096972e-05,5.7618991166741296e-05
0.12437653541564941,4.473415042927087e-05,2.0767397153065303e-05,1.984866927617901e-05,-2.7806246614581198e-05,8.426700873087611e-06,5.732106429157113e-05
0.13112688064575195,4.464693802486153e-05,2.7563752903247973e-05,1.4625536562284935e-05,-2.844896423948029e-05,1.0215753404096972e-05,5.7618991167629474e-05
0.14023971557617188,4.473415042927087e-05,2.0767397153953482e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429245931e-05
0.15029454231262207,4.464693802486153e-05,2.7563752903247973e-05,1.4625536561396757e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.7618991166741296e-05
0.16013717651367188,4.464693802486153e-05,2.7563752904136152e-05,1.4625536561396757e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.761899116585312e-05
0.1721208095550537,4.464693802486153e-05,2.7563752903247973e-05,1.4625536562284935e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.7618991166741296e-05
0.18011951446533203,4.464693802486153e-05,2.7563752903247973e-05,1.4625536563173114e-05,-2.844896423859211e-05,1.021575340498515e-05,5.7618991166741296e-05
0.19036483764648438,4.473415042927087e-05,2.0767397153953482e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.426700873087611e-06,5.732106429423567e-05
0.20147132873535156,4.464693802486153e-05,2.7563752903247973e-05,1.4625536563173114e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.7618991166741296e-05
0.21304988861083984,4.473415042927087e-05,2.0767397153953482e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429157113e-05
0.22180700302124023,4.464693802486153e-05,2.7563752903247973e-05,1.4625536564061292e-05,-2.844896423948029e-05,1.0215753404096972e-05,5.7618991166741296e-05
0.2311391830444336,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.426700873087611e-06,5.732106429245931e-05
0.2402188777923584,4.473415043015905e-05,2.0767397153065303e-05,1.984866927617901e-05,-2.7806246614581198e-05,8.426700873087611e-06,5.732106429334749e-05
0.251323938369751,4.464693802486153e-05,2.7563752904136152e-05,1.4625536562284935e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.761899116585312e-05
0.2662501335144043,4.473415042927087e-05,2.0767397153953482e-05,1.984866927617901e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429423567e-05
0.270113468170166,4.473415043015905e-05,2.0767397153065303e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429423567e-05
0.28034138679504395,4.464693802486153e-05,2.7563752903247973e-05,1.4625536562284935e-05,-2.844896423859211e-05,1.0215753404096972e-05,5.761899116585312e-05
0.29109644889831543,4.473415042927087e-05,2.0767397153953482e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.426700873087611e-06,5.732106429157113e-05
0.30186915397644043,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429157113e-05
0.31012701988220215,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277067188e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429157113e-05
0.32019686698913574,4.464693802486153e-05,2.7563752904136152e-05,1.4625536562284935e-05,-2.844896423859211e-05,1.021575340498515e-05,5.7618991167629474e-05
0.3301823139190674,4.473415042927087e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.7806246614581198e-05,8.42670087397579e-06,5.732106429423567e-05
0.3401477336883545,4.473415043015905e-05,2.0767397153065303e-05,1.9848669277955366e-05,-2.780624661369302e-05,8.42670087397579e-06,5.732106429334749e-05
